Condition,Intan_Channel,Spike_Time,Amplitude,ISI,FPD,FPD_Window,Find_Max,Detect_Above,Threshold_Factor
E4031JKCO6,24,34.4227,130.11495638127036,2067.8,203.3,"(70, 250)",False,True,4
E4031JKCO6,24,36.4675,120.51923405800643,2044.8,212.2,"(70, 250)",False,True,4
E4031JKCO6,24,38.5389,138.4060654787628,2071.4,219.5,"(70, 250)",False,True,4
E4031JKCO6,24,40.5983,139.08503057617455,2059.4,227.8,"(70, 250)",False,True,4
E4031JKCO6,24,42.6873,138.62096664093198,2089.0,215.29999999999998,"(70, 250)",False,True,4
E4031JKCO6,24,44.7486,139.3785838875688,2061.3,212.2,"(70, 250)",False,True,4
E4031JKCO6,24,46.7949,141.0674656034679,2046.3,201.1,"(70, 250)",False,True,4
E4031JKCO6,24,48.8345,138.97008825023232,2039.6000000000001,202.7,"(70, 250)",False,True,4
E4031JKCO6,24,50.8746,155.38914269618147,2040.1,217.6,"(70, 250)",False,True,4
E4031JKCO6,24,52.9079,155.53969110610782,2033.3000000000002,200.4,"(70, 250)",False,True,4
E4031JKCO6,24,54.9424,155.84502362335735,2034.5,216.9,"(70, 250)",False,True,4
E4031JKCO6,24,56.98,150.03718319650517,2037.6,207.0,"(70, 250)",False,True,4
E4031JKCO6,24,59.0183,143.93213430180657,2038.3,218.70000000000002,"(70, 250)",False,True,4
E4031JKCO6,25,1.3168,472.88347490740944,,339.4,"(250, 450)",False,True,3
E4031JKCO6,25,3.3719,465.1510640358509,2055.1,275.2,"(250, 450)",False,True,3
E4031JKCO6,25,5.4355,471.2989241399591,2063.6,298.0,"(250, 450)",False,True,3
E4031JKCO6,25,7.5065,476.99173731267445,2071.0,310.2,"(250, 450)",False,True,3
E4031JKCO6,25,9.5738,472.601934611278,2067.2999999999997,305.0,"(250, 450)",False,True,3
E4031JKCO6,25,11.643,467.0715150911566,2069.2,300.8,"(250, 450)",False,True,3
E4031JKCO6,25,13.7152,465.7960654322155,2072.2,280.3,"(250, 450)",False,True,3
E4031JKCO6,25,15.7806,466.1235129962198,2065.4,250.6,"(250, 450)",False,True,3
E4031JKCO6,25,17.8514,476.301121899136,2070.8,265.2,"(250, 450)",False,True,3
E4031JKCO6,25,19.9249,471.49170888714633,2073.5,290.3,"(250, 450)",False,True,3
E4031JKCO6,25,21.9937,468.54782714334635,2068.8,299.0,"(250, 450)",False,True,3
E4031JKCO6,25,24.0571,471.6307823087687,2063.4,252.5,"(250, 450)",False,True,3
E4031JKCO6,25,26.1305,461.959870604706,2073.4,288.6,"(250, 450)",False,True,3
E4031JKCO6,25,28.2024,475.54841108902673,2071.8999999999996,267.5,"(250, 450)",False,True,3
E4031JKCO6,25,30.2741,467.8340281513654,2071.7,261.40000000000003,"(250, 450)",False,True,3
E4031JKCO6,25,32.3477,457.3855605994251,2073.6,278.6,"(250, 450)",False,True,3
E4031JKCO6,25,34.4155,472.891962471446,2067.8,262.5,"(250, 450)",False,True,3
E4031JKCO6,25,36.4698,466.48736246618205,2054.3,254.5,"(250, 450)",False,True,3
E4031JKCO6,25,38.5315,476.08462217691715,2061.7000000000003,278.9,"(250, 450)",False,True,3
E4031JKCO6,25,40.6007,457.09563599453065,2069.2,293.8,"(250, 450)",False,True,3
E4031JKCO6,25,42.6799,459.7753239384209,2079.2000000000003,305.9,"(250, 450)",False,True,3
E4031JKCO6,25,44.7413,458.24602673977523,2061.4,289.2,"(250, 450)",False,True,3
E4031JKCO6,25,46.788,457.2862625347191,2046.7,260.7,"(250, 450)",False,True,3
E4031JKCO6,25,48.8276,444.45105819165434,2039.6000000000001,295.20000000000005,"(250, 450)",False,True,3
E4031JKCO6,25,50.8679,444.7385625486361,2040.2999999999997,301.8,"(250, 450)",False,True,3
E4031JKCO6,25,52.9013,438.2194218880787,2033.3999999999999,267.5,"(250, 450)",False,True,3
E4031JKCO6,25,54.9354,438.89620493852544,2034.1,283.5,"(250, 450)",False,True,3
E4031JKCO6,25,56.9731,449.8361862337751,2037.7,272.3,"(250, 450)",False,True,3
E4031JKCO6,25,59.0113,439.0044617517561,2038.1999999999998,292.1,"(250, 450)",False,True,3
E4031JKCO6,26,1.3167,1053.0090018047806,,407.5,"(250, 450)",False,True,4
E4031JKCO6,26,3.3718,1059.9393320415372,2055.1,317.5,"(250, 450)",False,True,4
E4031JKCO6,26,5.4354,1062.5185447317533,2063.6,441.40000000000003,"(250, 450)",False,True,4
E4031JKCO6,26,7.5064,1071.4692747543022,2071.0,318.90000000000003,"(250, 450)",False,True,4
E4031JKCO6,26,9.5737,1055.615747206293,2067.2999999999997,311.09999999999997,"(250, 450)",False,True,4
E4031JKCO6,26,11.6429,1048.4765694718933,2069.2,334.7,"(250, 450)",False,True,4
E4031JKCO6,26,13.7151,1054.0690036118422,2072.2,330.79999999999995,"(250, 450)",False,True,4
E4031JKCO6,26,15.7805,1056.7378288512668,2065.4,301.09999999999997,"(250, 450)",False,True,4
E4031JKCO6,26,17.8513,1058.7398104138517,2070.8,413.6,"(250, 450)",False,True,4
E4031JKCO6,26,19.9248,1051.1442513418156,2073.5,414.8,"(250, 450)",False,True,4
E4031JKCO6,26,21.9936,1041.3269468092176,2068.8,389.2,"(250, 450)",False,True,4
E4031JKCO6,26,24.057,1056.0162397948475,2063.4,433.3,"(250, 450)",False,True,4
E4031JKCO6,26,26.1304,1055.533464601065,2073.4,354.7,"(250, 450)",False,True,4
E4031JKCO6,26,28.2024,1059.3937663042295,2072.0,369.0,"(250, 450)",False,True,4
E4031JKCO6,26,30.274,1054.324045050084,2071.6,420.59999999999997,"(250, 450)",False,True,4
E4031JKCO6,26,32.3476,1052.7431272011418,2073.6,342.5,"(250, 450)",False,True,4
E4031JKCO6,26,34.4154,1042.8763913347655,2067.8,425.70000000000005,"(250, 450)",False,True,4
E4031JKCO6,26,36.4697,1044.8422288958968,2054.3,336.2,"(250, 450)",False,True,4
E4031JKCO6,26,38.5314,1043.0825417382805,2061.7000000000003,420.0,"(250, 450)",False,True,4
E4031JKCO6,26,40.6007,1046.921102779498,2069.3,385.2,"(250, 450)",False,True,4
E4031JKCO6,26,42.6798,1045.6984603124188,2079.1,357.20000000000005,"(250, 450)",False,True,4
E4031JKCO6,26,44.7413,1045.9287915162538,2061.5,328.90000000000003,"(250, 450)",False,True,4
E4031JKCO6,26,46.7879,1056.2462092713897,2046.6000000000001,428.4,"(250, 450)",False,True,4
E4031JKCO6,26,48.8275,1054.776652826404,2039.6000000000001,388.5,"(250, 450)",False,True,4
E4031JKCO6,26,50.8677,1054.4047999513223,2040.2,385.2,"(250, 450)",False,True,4
E4031JKCO6,26,52.9012,1052.191752466787,2033.5,350.3,"(250, 450)",False,True,4
E4031JKCO6,26,54.9353,1064.7175719660388,2034.1,319.6,"(250, 450)",False,True,4
E4031JKCO6,26,56.973,1067.1462900463391,2037.7,364.0,"(250, 450)",False,True,4
E4031JKCO6,26,59.0112,1060.645712855586,2038.1999999999998,412.1,"(250, 450)",False,True,4
E4031JKCO6,27,1.3245,173.88792781037574,,231.7,"(150, 300)",False,True,4
E4031JKCO6,27,3.3793,167.49550292608427,2054.8,201.5,"(150, 300)",False,True,4
E4031JKCO6,27,5.4428,165.65412524943932,2063.5,205.5,"(150, 300)",False,True,4
E4031JKCO6,27,7.5138,171.88275752503438,2071.0,218.5,"(150, 300)",False,True,4
E4031JKCO6,27,9.5815,163.96026866264083,2067.7,215.4,"(150, 300)",False,True,4
E4031JKCO6,27,11.6508,172.44157550762867,2069.3,227.0,"(150, 300)",False,True,4
E4031JKCO6,27,13.7225,173.27143025046124,2071.7,225.20000000000002,"(150, 300)",False,True,4
E4031JKCO6,27,15.7882,167.53446301161526,2065.7000000000003,215.2,"(150, 300)",False,True,4
E4031JKCO6,27,17.8587,173.37738429412997,2070.5,257.90000000000003,"(150, 300)",False,True,4
E4031JKCO6,27,19.9323,176.4508819749799,2073.6,215.9,"(150, 300)",False,True,4
E4031JKCO6,27,22.0009,176.251686894358,2068.6,233.7,"(150, 300)",False,True,4
E4031JKCO6,27,24.0644,174.82133915846904,2063.5,221.1,"(150, 300)",False,True,4
E4031JKCO6,27,26.1376,171.42933059772372,2073.2,222.3,"(150, 300)",False,True,4
E4031JKCO6,27,28.2098,173.75709437874235,2072.2,215.9,"(150, 300)",False,True,4
E4031JKCO6,27,30.2817,168.8748846861719,2071.8999999999996,206.1,"(150, 300)",False,True,4
E4031JKCO6,27,32.3547,161.71254651797489,2073.0,214.10000000000002,"(150, 300)",False,True,4
E4031JKCO6,27,34.4226,167.01093283491696,2067.8999999999996,224.6,"(150, 300)",False,True,4
E4031JKCO6,27,36.4767,161.70780773955295,2054.1,212.5,"(150, 300)",False,True,4
E4031JKCO6,27,38.5389,181.52628448168645,2062.2,226.5,"(150, 300)",False,True,4
E4031JKCO6,27,40.6078,173.6834941738848,2068.9,237.3,"(150, 300)",False,True,4
E4031JKCO6,27,42.6871,171.0871028446985,2079.2999999999997,232.1,"(150, 300)",False,True,4
E4031JKCO6,27,44.7484,161.86304645293802,2061.3,231.2,"(150, 300)",False,True,4
E4031JKCO6,27,46.7947,180.02653345308372,2046.3,217.6,"(150, 300)",False,True,4
E4031JKCO6,27,48.8343,163.40075339548636,2039.6000000000001,231.2,"(150, 300)",False,True,4
E4031JKCO6,27,50.8743,163.84084945933427,2040.0,227.5,"(150, 300)",False,True,4
E4031JKCO6,27,52.9079,159.13417130984703,2033.6,227.0,"(150, 300)",False,True,4
E4031JKCO6,27,54.942,174.4130151833046,2034.1,225.8,"(150, 300)",False,True,4
E4031JKCO6,27,56.98,164.5672092058175,2037.9999999999998,223.8,"(150, 300)",False,True,4
E4031JKCO6,27,59.0181,173.82906700972123,2038.1,226.1,"(150, 300)",False,True,4
E4031JKCO6,28,1.3266,149.64792787412176,,203.2,"(100, 400)",False,True,3
E4031JKCO6,28,3.3795,148.55612862069032,2052.9,183.9,"(100, 400)",False,True,3
E4031JKCO6,28,5.4631,172.34974306223447,2083.6,168.9,"(100, 400)",False,True,3
E4031JKCO6,28,8.256,111.6498751767914,2792.9,377.3,"(100, 400)",False,True,3
E4031JKCO6,28,9.5906,168.00683678876615,1334.6,187.5,"(100, 400)",False,True,3
E4031JKCO6,28,11.6507,171.77102916218809,2060.1,202.4,"(100, 400)",False,True,3
E4031JKCO6,28,13.7425,167.15333810371038,2091.8,184.4,"(100, 400)",False,True,3
E4031JKCO6,28,15.7934,159.54323379897673,2050.9,203.8,"(100, 400)",False,True,3
E4031JKCO6,28,17.894,173.40041821806668,2100.6,144.9,"(100, 400)",False,True,3
E4031JKCO6,28,19.9386,168.53527362113914,2044.6,206.8,"(100, 400)",False,True,3
E4031JKCO6,28,22.0031,183.5304895480079,2064.5,148.10000000000002,"(100, 400)",False,True,3
E4031JKCO6,28,24.0644,166.05043953608197,2061.3,211.79999999999998,"(100, 400)",False,True,3
E4031JKCO6,28,26.1382,171.3482095366134,2073.7999999999997,208.0,"(100, 400)",False,True,3
E4031JKCO6,28,28.2154,158.28389772736097,2077.2,199.4,"(100, 400)",False,True,3
E4031JKCO6,28,30.2819,157.92803849023173,2066.5,193.0,"(100, 400)",False,True,3
E4031JKCO6,28,32.3596,148.1924215178661,2077.7000000000003,186.5,"(100, 400)",False,True,3
E4031JKCO6,28,34.4374,147.6102117461383,2077.7999999999997,157.70000000000002,"(100, 400)",False,True,3
E4031JKCO6,28,36.4795,167.5348903476483,2042.1000000000001,201.7,"(100, 400)",False,True,3
E4031JKCO6,28,38.5391,164.97059820073417,2059.6,203.5,"(100, 400)",False,True,3
E4031JKCO6,28,40.6072,167.21439810826294,2068.1,211.60000000000002,"(100, 400)",False,True,3
E4031JKCO6,28,42.6904,175.47640257205546,2083.2000000000003,209.3,"(100, 400)",False,True,3
E4031JKCO6,28,44.7519,155.86787798675817,2061.5,185.4,"(100, 400)",False,True,3
E4031JKCO6,28,46.795,142.85128275371827,2043.1,182.0,"(100, 400)",False,True,3
E4031JKCO6,28,48.8463,171.1938070158818,2051.2999999999997,156.5,"(100, 400)",False,True,3
E4031JKCO6,28,50.897,157.33593626951918,2050.7,176.3,"(100, 400)",False,True,3
E4031JKCO6,28,52.9312,138.9621400969342,2034.1999999999998,202.3,"(100, 400)",False,True,3
E4031JKCO6,28,54.9494,159.09049824354463,2018.2000000000003,184.5,"(100, 400)",False,True,3
E4031JKCO6,28,56.9847,133.69896448192932,2035.3,203.2,"(100, 400)",False,True,3
E4031JKCO6,28,59.0253,162.65763402610892,2040.6,201.4,"(100, 400)",False,True,3
E4031JKCO6,29,1.3223,290.40341214070344,,334.2,"(200, 500)",False,True,4
E4031JKCO6,29,3.3775,285.0210927042431,2055.2000000000003,336.3,"(200, 500)",False,True,4
E4031JKCO6,29,5.4411,296.07290794272495,2063.6,285.1,"(200, 500)",False,True,4
E4031JKCO6,29,7.5121,289.3683530762126,2071.0,305.20000000000005,"(200, 500)",False,True,4
E4031JKCO6,29,9.5795,265.99996237712975,2067.4,299.3,"(200, 500)",False,True,4
E4031JKCO6,29,11.6485,287.1004363492572,2069.0,286.9,"(200, 500)",False,True,4
E4031JKCO6,29,13.7208,293.60385834070354,2072.2999999999997,310.8,"(200, 500)",False,True,4
E4031JKCO6,29,15.7862,276.91809963180117,2065.4,303.59999999999997,"(200, 500)",False,True,4
E4031JKCO6,29,17.857,296.0961685359026,2070.8,259.90000000000003,"(200, 500)",False,True,4
E4031JKCO6,29,19.9305,303.3816120958739,2073.5,320.1,"(200, 500)",False,True,4
E4031JKCO6,29,21.9992,289.8623976510631,2068.7000000000003,301.8,"(200, 500)",False,True,4
E4031JKCO6,29,24.0628,293.3687704554369,2063.6,270.2,"(200, 500)",False,True,4
E4031JKCO6,29,26.1363,301.02319298968473,2073.5,372.8,"(200, 500)",False,True,4
E4031JKCO6,29,28.2082,305.6244348472923,2071.8999999999996,378.2,"(200, 500)",False,True,4
E4031JKCO6,29,30.2796,288.5970500396954,2071.4,290.5,"(200, 500)",False,True,4
E4031JKCO6,29,32.3534,326.92403374019693,2073.7999999999997,284.6,"(200, 500)",False,True,4
E4031JKCO6,29,34.4213,291.1844029875766,2067.8999999999996,224.39999999999998,"(200, 500)",False,True,4
E4031JKCO6,29,36.4755,293.09102218266304,2054.2,254.30000000000004,"(200, 500)",False,True,4
E4031JKCO6,29,38.5373,301.8692940563109,2061.7999999999997,242.29999999999998,"(200, 500)",False,True,4
E4031JKCO6,29,40.6066,304.42063450226715,2069.3,469.2,"(200, 500)",False,True,4
E4031JKCO6,29,42.6857,292.2179327909619,2079.1,290.4,"(200, 500)",False,True,4
E4031JKCO6,29,44.7471,311.73938141744753,2061.4,281.6,"(200, 500)",False,True,4
E4031JKCO6,29,46.7938,338.1180884542558,2046.7,421.5,"(200, 500)",False,True,4
E4031JKCO6,29,48.8335,321.1202658757334,2039.6999999999998,282.6,"(200, 500)",False,True,4
E4031JKCO6,29,50.8737,342.60926152652036,2040.2,310.0,"(200, 500)",False,True,4
E4031JKCO6,29,52.9075,334.8236978197175,2033.7999999999997,351.1,"(200, 500)",False,True,4
E4031JKCO6,29,54.9413,330.4455042682169,2033.7999999999997,227.20000000000002,"(200, 500)",False,True,4
E4031JKCO6,29,56.979,358.212878069372,2037.7,266.1,"(200, 500)",False,True,4
E4031JKCO6,29,59.0172,333.58066221965385,2038.1999999999998,407.3,"(200, 500)",False,True,4
E4031JKCO6,30,1.3222,536.6593922392854,,197.5,"(150, 250)",True,True,3
E4031JKCO6,30,3.3774,541.509288419254,2055.2000000000003,192.70000000000002,"(150, 250)",True,True,3
E4031JKCO6,30,5.4409,552.485510497216,2063.5,196.3,"(150, 250)",True,True,3
E4031JKCO6,30,7.5119,539.4096012378976,2071.0,193.39999999999998,"(150, 250)",True,True,3
E4031JKCO6,30,9.5794,520.6013454082137,2067.5,193.6,"(150, 250)",True,True,3
E4031JKCO6,30,11.6484,543.9303123847401,2069.0,191.6,"(150, 250)",True,True,3
E4031JKCO6,30,13.7207,541.2004861328585,2072.2999999999997,203.3,"(150, 250)",True,True,3
E4031JKCO6,30,15.7861,536.3740692776632,2065.4,206.4,"(150, 250)",True,True,3
E4031JKCO6,30,17.8569,548.8984961013194,2070.8,201.1,"(150, 250)",True,True,3
E4031JKCO6,30,19.9304,548.5049129457526,2073.5,195.5,"(150, 250)",True,True,3
E4031JKCO6,30,21.9992,547.6689252143993,2068.8,196.39999999999998,"(150, 250)",True,True,3
E4031JKCO6,30,24.0627,558.8946514934585,2063.5,201.7,"(150, 250)",True,True,3
E4031JKCO6,30,26.1361,570.5917708556073,2073.4,194.39999999999998,"(150, 250)",True,True,3
E4031JKCO6,30,28.208,557.5429124610818,2071.8999999999996,190.6,"(150, 250)",True,True,3
E4031JKCO6,30,30.2795,545.6261794281444,2071.5,204.5,"(150, 250)",True,True,3
E4031JKCO6,30,32.3534,599.3415206764632,2073.9,197.6,"(150, 250)",True,True,3
E4031JKCO6,30,34.4211,564.1105971754731,2067.7,197.9,"(150, 250)",True,True,3
E4031JKCO6,30,36.4754,559.4171428434967,2054.3,194.3,"(150, 250)",True,True,3
E4031JKCO6,30,38.5371,566.3229836796902,2061.7000000000003,202.2,"(150, 250)",True,True,3
E4031JKCO6,30,40.6065,572.573757381669,2069.4,198.2,"(150, 250)",True,True,3
E4031JKCO6,30,42.6856,571.6562906681975,2079.1,190.0,"(150, 250)",True,True,3
E4031JKCO6,30,44.747,606.2702672513986,2061.4,192.6,"(150, 250)",True,True,3
E4031JKCO6,30,46.7937,615.1237424147723,2046.7,199.3,"(150, 250)",True,True,3
E4031JKCO6,30,48.8334,628.9700106174762,2039.6999999999998,191.5,"(150, 250)",True,True,3
E4031JKCO6,30,50.8736,667.5844232493226,2040.2,189.29999999999998,"(150, 250)",True,True,3
E4031JKCO6,30,52.9071,685.0084468281586,2033.5,190.5,"(150, 250)",True,True,3
E4031JKCO6,30,54.9412,643.4031218879595,2034.1,189.9,"(150, 250)",True,True,3
E4031JKCO6,30,56.9789,653.3641341492665,2037.7,202.1,"(150, 250)",True,True,3
E4031JKCO6,30,59.0171,640.2920822444827,2038.1999999999998,181.5,"(150, 250)",True,True,3
E4031JKCO6,31,1.3163,169.9417240446304,,217.79999999999998,"(150, 500)",True,True,4
E4031JKCO6,31,3.3715,184.1152269466327,2055.2000000000003,214.2,"(150, 500)",True,True,4
E4031JKCO6,31,5.4351,176.11176667494647,2063.6,236.5,"(150, 500)",True,True,4
E4031JKCO6,31,7.506,183.7719309576031,2070.9,197.9,"(150, 500)",True,True,4
E4031JKCO6,31,9.5735,183.53735390358145,2067.5,199.2,"(150, 500)",True,True,4
E4031JKCO6,31,11.6426,174.38282789993963,2069.1000000000004,197.6,"(150, 500)",True,True,4
E4031JKCO6,31,13.7147,175.97873430944082,2072.1,208.9,"(150, 500)",True,True,4
E4031JKCO6,31,15.7802,180.52165084963397,2065.5,193.5,"(150, 500)",True,True,4
E4031JKCO6,31,17.8511,177.79356489136967,2070.9,236.8,"(150, 500)",True,True,4
E4031JKCO6,31,19.9245,162.08994588996111,2073.4,219.4,"(150, 500)",True,True,4
E4031JKCO6,31,21.9932,167.88784067448177,2068.7000000000003,184.29999999999998,"(150, 500)",True,True,4
E4031JKCO6,31,24.0568,177.79191373561815,2063.6,240.3,"(150, 500)",True,True,4
E4031JKCO6,31,26.1303,174.9404771630336,2073.5,184.10000000000002,"(150, 500)",True,True,4
E4031JKCO6,31,28.2022,176.31254008744324,2071.8999999999996,228.3,"(150, 500)",True,True,4
E4031JKCO6,31,30.2737,176.6690666400633,2071.5,210.9,"(150, 500)",True,True,4
E4031JKCO6,31,32.3474,175.62289874904013,2073.7000000000003,236.6,"(150, 500)",True,True,4
E4031JKCO6,31,34.4152,173.08715779085463,2067.8,220.79999999999998,"(150, 500)",True,True,4
E4031JKCO6,31,36.4695,168.48968654930957,2054.3,216.29999999999998,"(150, 500)",True,True,4
E4031JKCO6,31,38.5312,175.07632940242632,2061.7000000000003,222.20000000000002,"(150, 500)",True,True,4
E4031JKCO6,31,40.6005,182.46188943619143,2069.3,172.4,"(150, 500)",True,True,4
E4031JKCO6,31,42.6797,167.9803987429712,2079.2000000000003,195.39999999999998,"(150, 500)",True,True,4
E4031JKCO6,31,44.7412,176.2373169446317,2061.5,250.6,"(150, 500)",True,True,4
E4031JKCO6,31,46.7878,177.33073620769989,2046.6000000000001,222.6,"(150, 500)",True,True,4
E4031JKCO6,31,48.8276,179.73935248475755,2039.8,234.1,"(150, 500)",True,True,4
E4031JKCO6,31,50.8677,183.87092501810176,2040.1,176.8,"(150, 500)",True,True,4
E4031JKCO6,31,52.9013,184.08448742221682,2033.6,212.10000000000002,"(150, 500)",True,True,4
E4031JKCO6,31,54.9353,187.72063200108613,2033.9999999999998,195.70000000000002,"(150, 500)",True,True,4
E4031JKCO6,31,56.9731,178.49678083359328,2037.7999999999997,176.8,"(150, 500)",True,True,4
E4031JKCO6,31,59.0112,182.96487136466178,2038.1,203.6,"(150, 500)",True,True,4
